id,text,title
HU22DM-270374,G48__IDC23_System relative time jump to correct one and then drop to incorrect one after awake,"platform (e.g. BBG, FAT, TSP, Simulation,...):

G48 2411 FIT

observed behaviour occurs on multiple platforms (yes/no):

No

observed behaviour occurs in multiple lifecycles (yes/no):

No

preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):

Check the checkin files between two different days.

The relative time increase abnormal.

1. Date         : 09.04.2024 07:47:43,032

System time  : 6823082,5

2. Date         : 11.04.2024 14:24:23,891

System time  : 6969164,105

Then detailly check the relative time signal;

The car was locked and sleep from 2024.04.09 17:42;

Awake the vehicle on the next day morning 2024.04.10 07:44;

The relative time signal jump to 6909299 and 10 sec later, the signal drop to 6858791.

It dropped 14 hours.

And then the time increase from 6858791.

So the time lost 14 hours.

Please check ""RelativeTime_Signal.png"".

expected result/behaviour:

Relative time should increase from 6909299 and no drop.

observed result/behaviour:

The relative time signal jump to 6909299 and 10 sec later, the signal drop to 6858791.

possible impact:

Signals based on relative time will have error. For example, the engine operating hours will become incorrect.

1. Date         : 09.04.2024 07:47:43,032

XX  G048       OKAY       Operating hours  : {color}{color:#b8312f}77133.5 s{color}{color:#000000}{color:#000000}

2. Date         : 11.04.2024 14:24:23,891

XX  G048       OKAY       Operating hours  : 74781.8 s

The engine operating hours decreased.

actions/steps to recover from error:

No

test case reference:

Timestamp: 6909310, 2024.04.10 07:44:49,

Email: [Fan.Yang.hg@bmw-brilliance.cn|mailto:Fan.Yang.hg@bmw-brilliance.cn]

=== end of error description ===
"
HU22DM-268779,Mileage inaccurate- shows 999999,"platform (e.g. BBG, FAT, TSP, Simulation,...):
US G45

observed behaviour occurs on multiple platforms (yes/no):no

observed behaviour occurs in multiple lifecycles (yes/no):no

preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):
-Short sleep cycle
-Switch car back on

expected result/behaviour:
-Car mileage and required service information is accurate

observed result/behaviour:
-Car mileage shows 999999 after short sleep cycle.
-Both mileage and required services inaccurate, ---,---.

possible impact:
-Dealership visit

actions/steps to recover from error:
-Long sleep cycle

**Head Unit:** MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23;HWEL:A122-005.002.001
**Ecu:** MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23; HWEL:A122-005.002.001
*"
HU22DM-268654,"U06 - 0x034A61 - Motorabstellzeit, ZeitzÃ¤hler Kombi - ZeitzÃ¤hler DME Vergleich: Wert ZeitzÃ¤hler Kombi zu niedrig im Motorlauf","*Platform Responsible / Defect Finder*
Adamczyk Arkadiusz, EE-313

*Actual Driver*
Adamczyk Arkadiusz, EE-313
_For questions regarding the error, its preconditions or its effects, please contact the driver._

*Vehicle*
WBA41BX0607L12408, 218399, Y0625W

*Engine*
Benzin

*ECU*
DME-940

*BI*
05-unsatisfactory

*Error Occurrence*
01-single event

*Occur Times*
04.04.2024 08:03+02:00 CEST

*Media*

*Actions / Steps to Reproduce*
DE:
_EN: none_

*Expected Result / Behaviour*
DE:
_EN: no DTC_

*Observed Result / Behaviour*
DE:
_EN: DTC was set by DME ECU during Standfunktionen_Kunde_nicht_im_FZG state. Please consider fact that, DTC was found on traces by CEMErrorEventDTC signal. Relative time from check-in is not visible on traces due to car was sleeping. Need to find out why DTC was set._

*Possible Impact*
DE:
_EN:_

*Steps to Recovery*
DE:
_EN: none_

*Notes*
DE:
_EN:_

*Links*
[FleeM|https://integrate.bmwgroup.net:443/fleem/Platforms?filter._id=3ec9385203eb19eb45ba9a40]
[Brian|file://smb-tdaas-0150a.bmwgroup.net/brian-prod/DRX_BEMO_FIT/U006/7L12408/20240404_0815]
[ICE|https://integrate.bmwgroup.net:443/ice/IssueManagement?_id=660e898c6906c14f8841aad9&nav_open=true&nav_item=ISSUE_UPDATE_FORM&issueId=660e898c6906c14f8841aad9]
[MDR|https://mdr.bmwgroup.com/cars/vin/WBA41BX0607L12408]

*BRiAN Access*
* [https://zul.bmwgroup.net/|https://zul.bmwgroup.net/]
* Antrag stellen-> Systemzulassung -> BRiAN (Systemname) / New Request -> System Roles -> BRiAN (System Name)
* Zulassung als ""Tracefiles lesen (global)"" / Approval as ""Read Tracefiles (global)""
* Kommentar â€¦ / Comment â€¦ : ""
* Systemzulassung beantragen / System Role Request

*Error still exists.
New files/traces were added.**Head Unit:* MGU_02_A; CAFD:7D8D-000.089.001_95AF-000.006.006_945E-000.048.005_B579-000.005.004_BTLD:9F72-005.001.001_SWFL:ABD1-004.001.019_9FC2-004.014.001_9FC3-004.014.001_A319-004.014.001_A322-030.031.000_ABCF-004.014.001_ABD0-004.014.001_ABD2-004.014.001_ABD3-004.014.001_SWFK:A324-004.014.001_A4FE-004.014.001;HWEL:7D84-005.001.006

*Ecu:* DME9FF_R; #DME__9xx#C_#PST#90R9045AEC#BM; HWEL:6B32-003.029.003_HWAP:6B38-255.255.255"
HU22DM-268256,G48_IDC23_AZV black screen and can't recover by sleep and manual IDC reset,"*platform (e.g. BBG, FAT, TSP, Simulation,...):*
G48 01/25 VS0.3 FIT;

*observed behaviour occurs on multiple platforms (yes/no):*
No;

*observed behaviour occurs in multiple lifecycles (yes/no):*
No;

*preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):*
The car is locked before;
Unlock the car, no other condition;

*Expected result/behavior:*
No AZV black screen happened;

*Observed result/behavior:*AZV black screen after unlock the car.

Then lock the car again and wait until the car sleep, issue can't recover by sleep;

Try to long press mute button to manual reset IDC, still can't recover;

Then disconnect and re-connect the 12V battery, issue recover;

When the issue happened, no MGU-UDP traces output, only some MGU-IOC output.

The traces provided from then end of previous LC to the beginning of the LC of disconnect/connect 12V battery;

*possible impact:*
Customer complaints;

Recover after disconnect 12V battery;
Timestamp: 12.04.2024 17:23*Head Unit:* MGU_02_A; BMW IDC23;pu2407-24w14.4-2-nodex_IDC23_G_24w14.4-1-3;idc23;HWEL:B453-005.002.001
*Ecu:* MGU_02_A; BMW IDC23;pu2407-24w14.4-2-nodex_IDC23_G_24w14.4-1-3;idc23; HWEL:B453-005.002.001"
HU22DM-267734,"[BI_2407]HU-MGU_02_A-HU-IDC23_HIGH_B537 Cascade (Coding) ECU 0x63 After EcuReset, ECU does not accept transmitted coding data due to out of range error.","{color}{color:#000000}VIN: {color}{color:#414141}WBA0000080HSVPG45

{color}{color:#000000}Testrack: {color}{color:#000000}Y451JO{color}{color:#414141}

*{color}{color:#000000} {color}{color:#414141}*

*{color}{color:#000000}Actions/steps to (re-) produce the problem:{color}{color:#414141}*

{color}{color:#000000}Flash and coding with Cascade{color}{color:#414141}

*{color}{color:#000000} {color}{color:#414141}*

*{color}{color:#000000}Expected result/behaviour:{color}{color:#414141}*

{color}{color:#000000}ECU acts according to the specifications.{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

*{color}{color:#000000}Actual (failed) result/behaviour (problem description):{color}{color:#414141}*

{color}{color:#000000}Error occurred in 1 of 32 runs.{color}{color:#414141}

{color}{color:#000000}job failed with negative response error: Invalid coding data description: ECU does not accept transmitted coding data due to out of range error. ECU info: Incorrect destination address.
{color}{color:#414141}

*{color}{color:#000000}Trace extract:{color}{color:#414141}*

{color}{color:#000000}
{color}{color:#000000}24-03-19 14:33:10,796 \[ParallelTask-3791] \[INFO] \[Coding2Task - vin:WBA0000080HSVPG45 - ecu:HU_MGU2 - da:0x63] com.bmw.psdz.jobs.uds.MCD3_FinalizeECUCoding2: MCD service ER finished{color}{color:#414141}

{color}{color:#000000}***** Link: HU_MGU2_63_ETHERNET, Service: ER - EcuReset{color}{color:#414141}

{color}{color:#000000}Request Parameter count: 3{color}{color:#414141}

{color}{color:#000000} - ER: 0x11{color}{color:#414141}

{color}{color:#000000} - ER_SPRMIB: false{color}{color:#414141}

{color}{color:#000000} - ER_LEV_RT: hardReset{color}{color:#414141}

{color}{color:#000000}Request PDU: (2) 11 01 {color}{color:#414141}

{color}{color:#000000}Response count: 1{color}{color:#414141}

{color}{color:#000000}Response 0:{color}{color:#414141}

{color}{color:#000000}Response Parameter count: 3{color}{color:#414141}

{color}{color:#000000} - ERPR: 0x51{color}{color:#414141}

{color}{color:#000000} - ER_LEV_RT: (1) 01 {color}{color:#414141}

{color}{color:#000000} - ER_RT_MISC_RESP_RT: hardReset{color}{color:#414141}

{color}{color:#000000}Response PDU: (2) 51 01 {color}{color:#414141}

{color}{color:#000000}DiagAdresses: 0xf4 -> 0x63{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}(...){color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}24-03-19 14:33:15,317 \[ParallelTask-3791] \[INFO] \[Coding2Task - vin:WBA0000080HSVPG45 - ecu:HU_MGU2 - da:0x63] com.bmw.psdz.jobs.uds.MCD3_FinalizeECUCoding2: MCD service RDBI_PING_SESSION_STATE finished{color}{color:#414141}

{color}{color:#000000}***** Link: HU_MGU2_63_ETHERNET, Service: RDBI_PING_SESSION_STATE - Ping with Active Session State{color}{color:#414141}

{color}{color:#000000}Request Parameter count: 2{color}{color:#414141}

{color}{color:#000000} - RDBI: 0x22{color}{color:#414141}

{color}{color:#000000} - RDBI_DID: activeSessionState{color}{color:#414141}

{color}{color:#000000}Request PDU: (3) 22 f1 00 {color}{color:#414141}

{color}{color:#000000}Result error: MCDError Severity: 2051, Error Code: 53327, Description: service execution failed, Vendor Code: 32768, Vendor Description: VCI-specific error (WRONG_TARGET) occurred: 67, Interface Error Code: 0x43{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}Response count: 0{color}{color:#414141}

{color}{color:#000000}DiagAdresses: 0xf4 -> 0x63{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}(...){color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}24-03-19 14:33:40,627 \[ParallelTask-3791] \[INFO] \[Coding2Task - vin:WBA0000080HSVPG45 - ecu:HU_MGU2 - da:0x63] com.bmw.psdz.jobs.uds.MCD3_FinalizeECUCoding2: MCD service RDBI_PING_SESSION_STATE finished{color}{color:#414141}

{color}{color:#000000}***** Link: HU_MGU2_63_ETHERNET, Service: RDBI_PING_SESSION_STATE - Ping with Active Session State{color}{color:#414141}

{color}{color:#000000}Request Parameter count: 2{color}{color:#414141}

{color}{color:#000000} - RDBI: 0x22{color}{color:#414141}

{color}{color:#000000} - RDBI_DID: activeSessionState{color}{color:#414141}

{color}{color:#000000}Request PDU: (3) 22 f1 00 {color}{color:#414141}

{color}{color:#000000}Response count: 1{color}{color:#414141}

{color}{color:#000000}Response 0:{color}{color:#414141}

{color}{color:#000000}Response Parameter count: 6{color}{color:#414141}

{color}{color:#000000} - RDBIPR: 0x62{color}{color:#414141}

{color}{color:#000000} - RDBI_DID: (2) f1 00 {color}{color:#414141}

{color}{color:#000000} - RDBI_DID_RASS_ADS: defaultSession{color}{color:#414141}

{color}{color:#000000} - RDBI_ADS_SI: FlashMode deactivated{color}{color:#414141}

{color}{color:#000000} - RDBI_DID_RASS_EM: EnergyModeDeactivated{color}{color:#414141}

{color}{color:#000000} - RDBI_DID_RASS_SROE: SROE_Activated{color}{color:#414141}

{color}{color:#000000}Response PDU: (7) 62 f1 00 01 81 00 01 {color}{color:#414141}

{color}{color:#000000}DiagAdresses: 0xf4 -> 0x63{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000} !|width=5508,height=456!{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

*{color}{color:#000000}VLAN-IDs (decimal):{color}{color:#414141}*

{color}{color:#000000}section BCP â†” Tester: 2 (Eth1){color}{color:#414141}

{color}{color:#000000}section BCP â†” MGU: 3154 / 3155 (Eth1_from_PLP){color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

*{color}{color:#000000}Traces and Attachments:{color}{color:#414141}*

{color}{color:#000000}- Check-In {color}{color:#414141}

{color}{color:#000000}- Check-Out{color}{color:#414141}

{color}{color:#000000}- ETH 1{color}{color:#414141}

{color}{color:#000000}- Eth1_from_PLP{color}{color:#414141}

{color}{color:#000000}- Eth2{color}{color:#414141}

{color}{color:#000000}- MGU_02_IOC_47107000_20240319\[142656]_20240319\[143542].dlt{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}
- Traces Link: {color}{color:#000000}[\\europe.bmw.corp\DDFS1\ITO\e_e\flashabsicherung\fa3\G45\G45_G045-24-07-505_Y451JO\25_WA\V03_240319_G45_G_002_000_001_71GP_K02\Cascade\PZ001_D002_240319_141115_2_B_DATA|file://europe.bmw.corp/DDFS1/ITO/e_e/flashabsicherung/fa3/G45/G45_G045-24-07-505_Y451JO/25_WA/V03_240319_G45_G_002_000_001_71GP_K02/Cascade/PZ001_D002_240319_141115_2_B_DATA]{color}{color:#414141}
- Integrate Link: [https://integrate.bmwgroup.net/flash/status?from=2023-09-20T07:11:51.586Z&to=2024-03-20T22:59:59.999Z&testrunKeys=G45.Y451JO.G045-24-07-505.V03_240319|https://integrate.bmwgroup.net/flash/status?from=2023-09-20T07:11:51.586Z&to=2024-03-20T22:59:59.999Z&testrunKeys=G45.Y451JO.G045-24-07-505.V03_240319]

+{color}{color:#000000} {color}{color:#414141}+

*{color}{color:#000000}Possible impact:{color}{color:#414141}*

{color}{color:#000000}Abort of coding{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

*{color}{color:#000000}SW version that was tested:{color}{color:#414141}*

{color}{color:#000000}HU__MGU_02_A__PROD_24W10_7_1.004_012_010.pdx{color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}Problem Finder: Marcin Chory, ({color}{color:#414141}[marcin.chory@partner.bmw.de|mailto:marcin.chory@partner.bmw.de]{color}{color:#000000}){color}{color:#414141}

{color}{color:#000000} {color}{color:#414141}

{color}{color:#000000}For any debug session/debug software/test requests please refer to our service desk:{color}{color:#414141}

[https://atc.bmwgroup.net/sd/plugins/servlet/desk/portal/34|https://atc.bmwgroup.net/sd/plugins/servlet/desk/portal/34]
"
HU22DM-266368,RVC blackscreen after STR start up,"**platform (e.g. BBG, FAT, TSP, Simulation,...):**
* U25; /DE; JCW Coun ; M-CI 3990; WMW31GA0707M90037; B764822; 137240;

**preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):**
* STR
* Start engine
* Put in reverse gear

**expected result/behaviour:**
* RVC opens after less than 2 seconds

**observed result/behaviour:**
* RVC opens after less than 2 seconds but then turns to a black screen

NOTE: Performed this test with deactivated traces and had start up times of hte RVC up to 6 seconds

**possible impact:**
* Customer irritated

**actions/steps to recover from error:**
* None

**test case reference:**
* KPI performance test
  **Zeitpunkt:*  * 04.04.2024 \[12:24:00] (UTC + 1),  km
  **Melder:*  * Pinter Andras; DE-613; ; Andras.Pinter@partner.bmw.de
  **Problemmanager:*  * Pinter Andras; DE-613; ; Andras.Pinter@partner.bmw.de
  **Fahrt(en):*  * Von 04.04.2024 \[07:15] Uhr, 12026 km bis 04.04.2024 \[12:46] Uhr, 12093 km
  **Fahrzeug:*  * U25; /DE; JCW Coun     ; M-CI 3990; WMW31GA0707M90037; B764822; 137240;
  **I-Stufe:*  * U006-24-07-505
  **Head Unit:*  * MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23;HWEL:7D84-005.002.001
  **Ecu:*  * MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23; HWEL:7D84-005.002.001
  **Traces:*  * &#92;&#92;smb-tdaas-0150a.bmwgroup.net&#92;brian-prod&#92;DTSV_IuK&#92;U025&#92;7M90037&#92;20240404_1234&#92;
  Traces were converted with CARMEN 4.x TFC ==> please open the traces for analysis in CARMEN 4.x to get the correct timestamp
  [Informationen zum Zugriff auf die referenzierten Traces|https://atc.bmwgroup.net/confluence/x/fy6U2]
  **TraceLab Session:*  * [https://tracelab.bmwgroup.net/sessions/vin/7M90037/timestamp/2024-04-04T12:24|https://tracelab.bmwgroup.net/sessions/vin/7M90037/timestamp/2024-04-04T12:24]

Einzelne Traces/Daten Ã¼berschreiten das Octane Limit und wurden deshalb nicht ans Ticket angehÃ¤ngt. Traces/Daten sind in folgendem Verzeichnis verfÃ¼gbar:
&#92;&#92;smb-tdaas-0150a.bmwgroup.net&#92;brian-prod&#92;DTSV_IuK&#92;U025&#92;7M90037&#92;20240404_1234&#92;
=== end of error description ===
"
HU22DM-266169,MGU_02_A - 0xA7631B - System Health: Resetfehler IOController,"automatically created issue for WBA11EE0705W86920

**platform (e.g. BBG, FAT, TSP, Simulation,...):**

U11 with 24-07-505

**observed behaviour occurs on multiple platforms (yes/no):**

No

**observed behaviour occurs in multiple lifecycles (yes/no):**

No

**preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):**

Normal test drive

**expected result/behaviour:**

No Resetfehler IOController

**observed result/behaviour:**
* SteuergerÃ¤t        :           63  HEADUNIT - MGU_02_A - HEAD UNIT - MEDIA GRAPHICS UNIT HU-MGU_02_A Job Status         :               OKAY Fehlerort          :     10969883  0xA7631B - System Health: Resetfehler IOController Readyness Flag     :           16  Testbedingungen erfÃ¼llt Fehler vorhanden   :           77  Fehler gespeichert Warnung Flag       :          128  Fehler wÃ¼rde kein Aufleuchten einer Warnlampe verursachen F Ãœberlauf         :            0 Fehlerklasse       :         1024  ECU-Softwarefehler HÃ¤ufigkeitszÃ¤hler  :            1 HeilungszÃ¤hler     :           10 Statusbyte         :          06D 1. Datensatz Umwelt Anzahl      :            0 Umwelt Kilometer   :        16618 Umwelt Meter       :    16618.982 Umwelt Km insync   :            1 Umweltbedingung BN :           -1 Umweltbedingung TN :           -1 Umwelt Zeit        :     27449938  04.04.2024 09:29:40 Umwelt Zeit ms     :            0 Umwelt Zeit Supreme: 27449938.000  04.04.2024 09:29:39,537 Umwelt Zeit Insync :            1 Zeit Sync Methode  :            0 Sync Methode Info  :               RelativeTime Zeit User Info     :               insync, ms ECU overall, not comparable  ----------------------------------------------------------------------------------------------

**actions/steps to recover from error:**
* After reset IO
  **Zeitpunkt:*  * 04.04.2024 \[09:29:40] (UTC + 1), 16618 km
  **Melder:*  * Eiwanger Johannes; TU-531-R; 770-5190; Johannes.Eiwanger@bmw.de
  **Problemmanager:*  * Eiwanger Johannes; TU-531-R; 770-5190; Johannes.Eiwanger@bmw.de
  **Fahrt(en):*  * Von 02.04.2024 \[14:14] Uhr, 16132 km bis 04.04.2024 \[16:28] Uhr, 16890 km
  **Fahrzeug:*  * U11; EUR/DE; X1 sDriv     ; R-ZZ 804; WBA11EE0705W86920; A380422; 01HTVS;
  **I-Stufe:*  * U006-24-07-505
  **Head Unit:*  * MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23;HWEL:A122-005.002.001
  **Ecu:*  * MGU_02_A; BMW IDC23;pu2407-24w13.4-1-nodex_IDC23_G_24w13.4-1-2;idc23; HWEL:A122-005.002.001
  **Equipment:*  *
  **Connected Drive:*  * PROD: teleServices(RD_INTERNAL, VF_INTERNAL, TD_TSBG, TD_B_CALL, NETSCALER, LSC_OTD, ACALL_AUTOMATIC_MGU, MYINFO_INTERNAL, TD_SPM, ACALL_MANUAL_MGU, TD_HOTLC, TD_ASC, RHL_INTERNAL), MUPI_VIN(FUELPRICE_NATIVE), connectedDriveServices(MYINFO_PUSH, COUNTRY_INFO), remoteServices(REMOTE_IN_CAR_DWA, RCT, RLF, RHB, REMOTE_IN_CAR, VF, RSPP, RCN, RDU, RDL), intelligentEmergencyCall(AACN, PSAP), RemoteServices(REMOTE_IN_CAR, VF, REMOTE_IN_CAR_DWA, RCT, RHB, RD_INTERNAL, RLF, VF_INTERNAL, RDU, RDL, RCN, RHL_INTERNAL), GENERIC_VIN(CRM_INFO, PRIVACY_MANAGER, PERSO_GUESTPROTECT, RSU_A4A, ANDROID_WEATHER, AUTO_TIME_SERVICE, EUECALL, NONDORMANT, DPM_ISA, SI_FESTIVAL_MODE, CDC_2018, ANDROID_AUTO, TRIP_STATISTICS, SNAPSHOT, CRADIO, MEDIAENGINE, BMW_LINK_VIEWER, ANTI_THEFT_NOTIFICATION, IPA_BASE, LSC_BASIS, CG_BASE_PLUS, MAPUPDATE_ADAS_L2, RSU_BASIS, DP_SMART_MAINTENANCE_VIS_D-OFF, MAPUPDATE_ADAS_L2_BASE, FUTURE_DESTINATION, SFA_MASTER, SPEECH_THIRD_PARTY_ALEXASDK, CARPLAY, INCARPAYMENT, LSEARCH_APP_GOOGLE_LT, POI_SEARCH, MAPS_ROW, PARKNOW_POI, SHOP, ASSISTEDDRIVINGVIEW_WIDGETACTIVATION, WELCOME_LIGHT_SFA, DCA_IDC_SERVICE, LBC_PARKING, APPS_PREMIUM, EXPERIENCES_VITALIZE, XTRACTION_XVIEW_PROV, IP_LOCALIZATION, PREMIUM_APP_THEME, SPEECH_PREMIUM_VISUAL, LBC_FUELING, ON_STREET_PARKING, EXPERIENCES_RELAXMODE, MAPS_PREMIUM_APPEARANCE, EXPERIENCES_ARTMODE_2.0, THIRDPARTYSTORE, EXPERIENCES_SILENTMODE, MAPS_DAILY_COMMUTE, SI_SMART_WINDOW_OPENER, MEDIA_COCKPIT, EXPERIENCES_EXPRESSIVEMODE, MAPS_PREMIUM_POIS, GLOBAL_FESTIVALAPP_AUTO_INSTALL_IDC, LBC_PARKING_RESERVATIONS, ANDROID_PROACTIVITY, EXPERIENCES_POWERNAP, MAPS_3D_VISUALIZATION, MAPS_TRAFFIC_VISUALIZATION, AIRCONSOLE_IDC, PREMIUM_WELCOME_SCREEN, MYMODES_SFA, SAFETYCAM_IDC_SERVICE, MAPS_JUNCTION_VIEW, FREETEXTSEARCH, SPEECH_CERENCE_LOCAL, AUTO_INSTALL_SPEECH_AMZ_APP, SPEECH_CERENCE_CLOUD, PROTECTED_MODE_SP21, NGECALL, TACO_APP, PERSO_APPNUDGING_WELCOME, PERSO_APPNUDGING, QL2_IDC)
  **Traces:*  * &#92;&#92;europe.bmw.corp&#92;BRiAN&#92;DE-REG&#92;FIT-W6-SP21&#92;U011&#92;5W86920&#92;20240404_1600&#92;
  Traces were converted with CARMEN 4.x TFC ==> please open the traces for analysis in CARMEN 4.x to get the correct timestamp
[Informationen zum Zugriff auf die referenzierten Traces|https://brian.bmwgroup.net/pls/appuc/term.p_roles.role_overview]
  **TraceLab Session:*  * [https://tracelab.bmwgroup.net/sessions/vin/5W86920/timestamp/2024-04-04T09:29|https://tracelab.bmwgroup.net/sessions/vin/5W86920/timestamp/2024-04-04T09:29]

=== end of error description ===

*22.04.2024 Josef Hausler, TU-531R:*

see comment - BOD reset - expected
"
HU22DM-265750,[Lifecycle][MGU22_G][Field Mode_Engineering Mode] WAKEUP_REASON_WATCHDOG_RESET Observed during STR,"*Environment:*_x005F_x000D_
BCP test rack with TAF IDE_x005F_x000D_
Build on target: G_24w14.4-1_x005F_x000D_
MGU22 D sample HWEL: 5.2.1_x005F_x000D_
BCP HW Version: 113.000.000_x005F_x000D_
BCP SW Version: 170.010.070_x005F_x000D_
_x005F_x000D_
*Precondition:*_x005F_x000D_
_x005F_x000D_
1. MGU should be up and in PAD state (Field mode SFA token enabled))._x005F_x000D_
_x005F_x000D_
2. STR activated._x005F_x000D_
_x005F_x000D_
*Steps:*_x005F_x000D_
_x005F_x000D_
1. Give Life cycle: Parken-->Wohnen/PAD (for multiple iteration)_x005F_x000D_
_x005F_x000D_
*Expected behavior:*_x005F_x000D_
_x005F_x000D_
1. Vehicle should recognize PWF state._x005F_x000D_
_x005F_x000D_
2. Resume No should be increased up to 0 to 79 after that coldboot occur._x005F_x000D_
_x005F_x000D_
3. No crash should occur._x005F_x000D_
_x005F_x000D_
*Observed behavior:*_x005F_x000D_
_x005F_x000D_
1.SHUTDOWN_WATCHDOG_RESET and WAKEUP_REASON_WATCHDOG_RESET observed in IOC logs:_x005F_x000D_
{code:java}_x005F_x000D_
47191 2024/04/05 18:57:27.053000 830.4900 236 IOC LCM Â 4096 log info non-verbose 0 [3] Â SHUTDOWN_WATCHDOG_RESET|53 48 55 54 44 4f 57 4e 5f 57 41 54 43 48 44 4f 47 5f 52 45 53 45 54_x005F_x000D_
_x005F_x000D_
47551 2024/04/05 18:57:30.578000 2.9044 28 IOC LCM Â 4096 log info non-verbose 0 [2] Â WAKEUP_REASON_WATCHDOG_RESET|57 41 4b 45 55 50 5f 52 45 41 53 4f 4e 5f 57 41 54 43 48 44 4f 47 5f 52 45 53 45 54 {code}_x005F_x000D_
*TCP Logs:*_x005F_x000D_
_x005F_x000D_
1.Coldboot ouccured due to WATCHDOG_RESET_x005F_x000D_
{code:java}_x005F_x000D_
14732794 2024/04/05 18:55:16.204000 250.1136 59 MGUL NSM SDMG 1028 log info verbose 8 ResumeNo: 4 LastColdBoot: Fri Apr Â 5 13:13:39 2024 CurrentResume: Fri Apr Â 5 13:24:31 2024 TimeTrustworthy: true_x005F_x000D_
_x005F_x000D_
15110182 2024/04/05 19:00:11.090000 54.3376 75 MGUL NSM SDMG 1039 log info verbose 2 ResumeNo: 1 {code}_x005F_x000D_
*OccurrenceÂ rate:*Â  1/800_x005F_x000D_
_x005F_x000D_
*Attachments:*_x005F_x000D_
_x005F_x000D_
1.[^Itr1_TCP1_logs.7z]_x005F_x000D_
_x005F_x000D_
2.[^Itr1_TCP2_logs.7z]_x005F_x000D_
_x005F_x000D_
3.[^IOC_Logs.7z]_x005F_x000D_
_x005F_x000D_
*Note:*_x005F_x000D_
_x005F_x000D_
1.WAKEUP_REASON_ERROR_RESET we are having separate ticket for this:Â HU22DM-265728_x005F_x000D_
_x005F_x000D_
Â "
HU22DM-265216,Completely black CID and Kombi while reversing,"platform (e.g. BBG, FAT, TSP, Simulation,...):

G45 VS0 FIT

observed behaviour occurs on multiple platforms (yes/no): no

observed behaviour occurs in multiple lifecycles (yes/no): no

preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):

Sitting in the vehicle, doors not locked, key linked to profile, systems shut down

After a few minutes I start the vehicle and drive backwards

expected result/behaviour:

Kombi shows speed and early video in CID

observed result/behaviour:

For the first few meters AZV is completely black, then early video starts

after driving forward, the startup animation was displayed but frozen

possible impact:

customer not statisfied, homologation issues

actions/steps to recover from error:

Wait

test case reference:

**Head Unit:** MGU_02_A; BMW IDC23;pu2407-24w12.5-1-nodex_IDC23_G_24w12.5-1-15;idc23;HWEL:A129-005.002.001

**Ecu:** MGU_02_A; BMW IDC23;pu2407-24w12.5-1-nodex_IDC23_G_24w12.5-1-15;idc23; HWEL:A129-005.002.001

*"
HU22DM-263249,[IDC 2403] Selective Wakeup always enabled.,"platform (e.g. BBG, FAT, TSP, Simulation,...):

U11 FIT 23-11-530

preconditions and actions (e.g. coding, route-url for navigation errors, weather/environmental circumstances):

After a short stop, restart the vehicle and continue the journey

expected result/behaviour:

After a short stop, restart in my profile, and all my functions set in the vehicle, including Get the map and navigation to continue your journey.

observed result/behaviour:

After a short stop and restart in my profile with a linked key, the card does not start in CID for about 90 seconds, the function was only returned after a bus rest, then the IC remains black and does not start for approx. 8 minutes, then a soft reset was carried out, after which all functions were returned

possible impact:

Customer is irritated

actions/steps to recover from error:

test case reference:

**Head Unit:** MGU_02_A; BMW IDC23;pu2311-23w39.5-2-nodex_IDC23_E_23w36.4-1-3;idc23;HWEL:A124-005.001.006
**Ecu:** MGU_02_A; BMW IDC23;pu2311-23w39.5-2-nodex_IDC23_E_23w36.4-1-3;idc23; HWEL:A124-005.001.006
*"
